courseCode,courseName,courseDesc,preReqs,FYS,SOPH,DIAP,WRIT,CBLR,COEX
HIST 0233,Colonial Latin America,"Colonial Latin America, from Columbus's voyage in 1492 to Independence in the nineteenth century, was the creation of three peoples: Europeans, Native Americans, and Africans. Spanish and Portuguese conquerors brought with them the world of the Crusades, the Inquisition, and the Renaissance. Native Americans lived there already, in rich empires and hunter-gatherer bands. Africans came as slaves from Senegal, Nigeria, Congo and Angola, bringing old traditions and creating new ones. These diverse peoples blended together to form a new people. This was a place of violence, slavery and oppression -- but also of art, faith, new societies, new ideas. P",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HIST 0245,Middle Earth: A History of the Modern Middle East,"The Middle East is the only terrestrial region to connect three continents; it is also the most contentious to define. One thing scholars agree on is its centrality to the making of the modern world. From the Ottoman conquest of Constantinople in 1453 to the 2011-and-on uprisings, this course explores the region’s pivotal role in global politics and economics, but also artistic cultures. Emphasizing social, legal, and environmental history perspectives, we’ll unearth legacies shaping today’s “Mideast”: imperial rivalries, colonialism, migration; water, fossil fuels, and information infrastructures; constitutionalism, authoritarianism, and “street” politics; and interventions by the US, USSR/Russia, and local actors.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HIST 0252,"The American Civil War in Global Perspective: History, Law, and Popular Culture","This course uses the American Civil War of 1861-1865 to investigate certain issues relevant to current domestic and global affairs: the use of history in popular memory and popular culture (focusing on the Civil War in public art and film); the role of law in the prosecution and resolution of war; international law, especially as it applies to war and human rights. The course is aimed at students interested in history, law, and international relations. There are no prerequisites--the course is accessible to students at all levels--but some knowledge of U.S. history might be useful.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HIST 0270B,From the Columbian Exchange to Climate Change: Modern Global Environmental History,"Environmental stories are constantly in the news, from weird weather to viral outbreaks to concerns about extinction and fracking. In this course, we put current events in the context of the past 500 years, exploring how climate, plants, animals, and microbiota – not just humans –acted as agents in history. From imperialism to the industrial revolution and from global capitalism to environmental activism, we will examine how nature and culture intermingled to create the modern world. This is an introduction to environmental history and assumes no prior courses.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HIST 0558B,History of American Feminism,"This first-year seminar will introduce students to the history of women and gender in the 18th, 19th, and 20th c. United States. Beginning with the question, what is feminism?, we will encounter original sources and scholarship about who women were, what they were up against, and what they wanted. We will thus take “women” as a contingent category that changed over time often in relation to categories such as: race, reproduction, violence, protest, work, and queerness. This course will introduce students to gender history and feminist theory, as well as to the skills and habits of historians across fields.",[],TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
HIST 0580M,"The Age of Revolutions, 1760-1824","In the middle of the eighteenth century, the Americas belonged to a handful of European monarchies; within a few decades, most of the Americas was composed of independent republics, some of the European monarchs were either deposed or quaking on their thrones. Usually considered separately, revolutions in British North America, France, Saint-Domingue (Haiti) and Spanish America had diverse local circumstances yet composed a single cycle of intellectual ferment, imperial reform, accelerating violence and, forging of new political communities. We will examine revolutions that helped create the world we live in. Enrollment limited to 19 first year students. P",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HIST 0623B,The Russian Revolution,"This sophomore seminar will examine in detail the Russian Revolution that toppled the Tsarist Autocracy in February 1917 and brought to power the Bolshevik party in October 1917. No prior knowledge of Russian history is required, although students should be eager to read extensively (and intensively), to participate in collaborative learning through discussion and the sharing of written work, and to improve their academic writing skills. At the end of the semester, students will work on final projects in which they offer their own interpretations of key events.",[],FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HIST 0673A,Colonial Encounters in the Early Atlantic,"This seminar introduces students to the range of primary sources and archival collections used by historians and other scholars to understand the emergence of an integrated Atlantic world in the period between 1400 and 1650. Analyses of source material will be supplemented by secondary scholarship to consider the various approaches by which historians have characterized patterns of trans-regional exchange, dispossession, and colonialism between Atlantic Africa, Brazil, the Greater Caribbean, and Atlantic Europe. Students will have the opportunity to develop paleographic fluency in late medieval and early modern written sources in any relevant language(s) in which they have preexisting knowledge.",[],FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
HIST 0930T,Ecological Imperialism (ENVS 0720),Interested students must register for ENVS 0720.,[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IAPA 0300,Costs of War,"This interdisciplinary seminar explores the consequences of contemporary war in human, economic, political and social terms. We primarily take up the examples of the post-9/11 wars in the Middle East and Southwest Asia but we also look at comparative examples from Africa and Southeast Asia.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
IAPA 0500,"Nationalism, Ethnicity, and the State","This course explores two of the important group identities across the world over time - nationalism and ethnicity - and the relationship between the two. Contrary to the hopeful expectations of many scholars, these categorical identities remain highly salient today. Most of the earth’s land and the people who inhabit them are apportioned across, and governed by nation states. Nation states exercise this power, as the nomenclature betrays, on the basis of nationalism. In as much as nationalism remains the legitimizing ideology of political rule, it is also the basis on which claims to sovereign statehood are made.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ITAL 0300,Intermediate Italian I,"Review of the fundamentals of grammar, with emphasis on speaking and writing. Reading of representative short stories. Weekly compositions, presentations, and a paper. Three Italian films. Prerequisite: ITAL 0100-0200, or ITAL 0110, or placement by examination. Requirement for enrollment in the Bologna Program.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
ITAL 0950,Introduction to Italian Cinema: Italian Film and History,"How do we visualize the past? How has cinema influenced our understanding of contemporary history? The course will focus on how key moments of 20th-century History (Fascism, WWII, the Mafia and Terrorism) have been described or fictionalized by major Italian film-makers (including Benigni, Bertolucci, Cavani, Fellini and Pasolini). Subtitled films, readings and discussion groups. Reserved for First Year students. Enrollment limited to: 19.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
JAPN 0200,Basic Japanese,"Introduction to Japanese language. Emphasizes the attainment of good spoken control of Japanese and develops a foundation of literacy. This is the second half of a year-long course. Students must have taken JAPN 0100 to receive credit for this course. The final grade for this course will become the final grade for JAPN 0100. If JAPN 0100 was taken for credit then this course must be taken for credit; if taken as an audit, this course must also be taken as an audit. Exceptions to this policy must be approved by both the academic department and the Committee on Academic Standing. The East Asian Studies department wishes to provide language instruction to all interested students. If you are unable to register for this course due to enrollment limits but are dedicated to learning Japanese, please contact the instructor via email.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JUDS 0050K,"Hope, Despair, and Longing in Jewish Thought","What does messianism try to name in Jewish thought? From the divergence with Christianity, to the disappointed expectation of the 17th-century messiah Sabbatai Zvi and the rise of Hasidism and its reverence for the saintly (zaddik); from questions of justice, equality, and revolution to the interpretation of Jewish Statehood through the lens of supernal redemption, the messianic idea provides a window onto how Jews have made sense of exile and suffering, hope and longing. This class will introduce students to the history of Jewish thought through the lens of messianism, asking about the emotions and attachments that have become identified with the messianic idea and how this idea might help us understand political and ethical despair and longing in a world of human suffering.",[],TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
JUDS 0061,"Foreigners, Refugees, and the Ethics of Minority","This class interrogates the legal and ethical definitions of persons and homelands by examining the relationship between concepts of native and foreigner, hospitality and neighbour, refuge and exile, minority and majority. We will adopt historical, philosophical, and legal perspectives and take the Jewish historical experience of exile and minority as a jumping off point for discussing the contemporary refugee and migration crisis. The goal of this class is to contextualize liberal democratic debates over rights to migration and mobility with historical religious and moral sources as well as to explore the possibilities for social integration of difference within pluralism.",[],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
JUDS 0061,"Foreigners, Refugees, and the Ethics of Minority","This class interrogates the legal and ethical definitions of persons and homelands by examining the relationship between concepts of native and foreigner, hospitality and neighbour, refuge and exile, minority and majority. We will adopt historical, philosophical, and legal perspectives and take the Jewish historical experience of exile and minority as a jumping off point for discussing the contemporary refugee and migration crisis. The goal of this class is to contextualize liberal democratic debates over rights to migration and mobility with historical religious and moral sources as well as to explore the possibilities for social integration of difference within pluralism.",[],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
KREA 0200,Korean,"Begins with an introduction to the Korean writing system (Hangul) and focuses on building communicative competence in modern Korean in the four language modalities (listening, speaking, reading, writing). Provides a foundation for later work in spoken and written Korean. Six classroom hours per week. Enrollment limited to 18. This is the second half of a year-long course. Students must have taken KREA 0100 to receive credit for this course. The final grade for this course will become the final grade for KREA 0100. If KREA 0100 was taken for credit then this course must be taken for credit; if taken as an audit, this course must also be taken as an audit. Exceptions to this policy must be approved by both the academic department and the Committee on Academic Standing.",[],FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LACA 0281,Digital Dress: Brazil Cinema on the World Stage (POBS 0281),Interested students must register for POBS 0281.,[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
LACA 0673A,Colonial Encounters in the Early Atlantic (HIST 0673A),Interested students must register for HIST 0673A.,[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
LACA 0720,Ecological Imperialism (ENVS 0720),Interested student must register for ENVS 0720.,[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
LACA 0730,Encounters: Latin American in its Literature and Culture (HISP 0730),Interested students must register for HISP 0730.,[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
LATN 0200,Essentials of the Latin Language,Second course in an intensive two-semester approach to Latin. Special emphasis on developing facility in the rapid reading of Latin literature. No previous knowledge of Latin is required prior to taking this two course sequence.,[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
LITR 0100A,Introduction to Fiction,"A workshop for first year students, introducing them to the art of writing fiction. This course is reading and writing intensive. Enrollment limited to 17. S/NC required.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
LITR 0100B,Introduction to Poetry,"A workshop for first year students, introducing them to the art of writing poetry. This course is reading and writing intensive. Enrollment limited to 17. S/NC required.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
LITR 0110A,Fiction I,A workshop for students who have little or no previous experience in writing fiction. Enrollment limited to 17 per section. This course is limited to undergraduates. S/NC.,[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LITR 0110B,Poetry I,A workshop for students who have little or no previous experience in writing poetry. Enrollment limited to 17 per section. This course is limited to undergraduates. S/NC.,[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LITR 0110H,Digital & Cross-Disciplinary Language Arts 1,"Project-oriented workshop for writers and language artists who want to integrate practices from other disciplines as they devise, compose, and make their work. Those with little or no prior interdisciplinary or digital media experience are welcome. Learning is through making, reading, discussion, group projects, collaboration, and research presentations Enrollment limited to 17. S/NC.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MATH 0060,Analytic Geometry and Calculus,"A slower-paced introduction to calculus for students who require additional preparation. Presents the same calculus topics as MATH 0090, together with a review of the necessary precalculus topics. Students successfully completing this sequence are prepared for MATH 0100. Prerequisite: MATH 0050 or written permission. May not be taken for credit in addition to MATH 0070 or MATH 0090. S/NC only.","[('ECON 1090', 0), ('ECON 1110', 1), ('ECON 1210', 1)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MATH 0090,"Introductory Calculus, Part I","An intensive course in calculus of one variable including limits, differentiation, maxima and minima, the chain rule, rational functions, trigonometric functions, and exponential functions. Introduction to integration with applications to area and volumes of revolution. MATH 0090 and MATH 0100 or the equivalent are recommended for all students intending to concentrate in the sciences or mathematics. May not be taken for credit in addition to MATH 0050 or MATH 0060 or MATH 0070. S/NC only.","[('ECON 1090', 0), ('ECON 1110', 1), ('ECON 1210', 1)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MATH 0100,"Introductory Calculus, Part II","A continuation of the material of MATH 0090 including further development of integration, techniques of integration, and applications. Other topics include infinite series, power series, Taylor's formula, polar and parametric equations, and an introduction to differential equations. MATH 0090 or the equivalent are recommended for all students intending to concentrate in the sciences or mathematics.","[('APMA 1650', 0), ('ECON 1090', 0), ('ECON 1110', 1), ('ECON 1130', 1), ('ECON 1210', 1)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MATH 0180,Intermediate Calculus,"Three-dimensional analytic geometry. Differential and integral calculus for functions of two or three variables: partial derivatives, multiple integrals, line integrals, Green's Theorem, Stokes' Theorem. Prerequisite: MATH 0100, 0170, or 0190.","[('PHYS 0500', 1), ('APMA 1650', 0), ('ECON 1090', 0), ('ECON 1110', 1), ('ECON 1130', 1), ('ECON 1210', 1)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MATH 0200,Intermediate Calculus (Physics/Engineering),"Covers roughly the same material as MATH 0180, but is intended for students with a special interest in physics or engineering. The main topics are: geometry of three-dimensional space; partial derivatives; Lagrange multipliers; double, surface, and triple integrals; vector analysis; Stokes' theorem and the divergence theorem, with applications to electrostatics and fluid flow. The extra hour is a weekly problem session. Recommended prerequisite: MATH 0100, 0170, or 0190.","[('PHYS 0500', 1), ('APMA 1650', 0), ('ECON 1090', 0), ('ECON 1110', 1), ('ECON 1130', 1), ('ECON 1210', 1)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MATH 0520,Linear Algebra,"Vector spaces, linear transformations, matrices, systems of linear equations, bases, projections, rotations, determinants, and inner products. Applications may include differential equations, difference equations, least squares approximations, and models in economics and in biological and physical sciences. MATH 0520 or MATH 0540 is a prerequisite for all 1000-level courses in Mathematics except MATH 1260 or MATH 1610. Recommended prerequisite: MATH 0100 or equivalent. May not be taken in addition to MATH 0540.","[('MATH 1530', 0)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MATH 0540,Honors Linear Algebra,"This course provides a rigorous introduction to the theory of linear algebra. Topics covered include: matrices, linear equations, determinants, and eigenvalues; vector spaces and linear transformations; inner products; Hermitian, orthogonal, and unitary matrices; and Jordan normal forms. MATH 0540 provides a more theoretical treatment of the topics in MATH 0520, and students will have opportunities during the course to develop proof-writing skills. [Recommended prerequisites: MATH 0100 or equivalent.]","[('MATH 1530', 0)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MCM 0710A,Introduction to Filmic Practice: Time and Form,"A studio-style course on working with time based media, focused specifically on the technology of 16mm film production. With its focus on photographic and montage processes, as well as lighting and sound, the principles established in this course provide a solid foundation for all subsequent work in media, whether cinematic, video or new media, and it is strongly advised as a foundation level, skills oriented media course. Students produce a series of short, non-sync films. No previous experience required. Screenings, demonstrations and studio work.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MCM 0750E,Listening Beyond the Browserscape,"If field recordings document audio of a given location and time, what do the sounds of our digital environments tell us? This production course offers a foundational understanding of electronic as well as computer-based means of audio capture and production. We will explore many aspects of sonic culture, technologies, and theory while developing our own experimental compositions, field recordings, and environmental soundscapes. An emphasis will be placed on deep listening inside, outside, and beyond the browserscape as we engage in listening sessions, discussion, workshops, & critique.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MCM 0800P,Introduction to Italian Cinema (ITAL 0950),Interested students must register for ITAL 0950.,[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MCM 0800Q,Hitchcock: the Auteur,"Hitchcock is not only one of the most famous auteurs in the history of cinema, he is the one for whom the term was invented. Most of you can recognize him from the few lines of a caricature drawn in profile and know him immediately by his sobriquet, ""the master of suspense."" But what does this nickname mean; what is Hitchcockian about the way suspense escalates in his films? What are the identifying marks of a Hitchcock film? One of the most compelling features of his films is that they work on two levels at once, while telling a story they also pose questions about cinema and our fascination with it. It is no wonder that not only film enthusiasts but philosophers as well are drawn to Hichcock's films.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MCM 0902N,"Intro to Surveillance Studies, or, You're So Paranoid, You Probably Think This Class is About You","What does it mean to identify as? Or to be identified as? Identification is a practice of self-making, a way that we communicate to ourselves and to others who we are. It is also a practice of surveillance, a way that institutions – from the Department of Education to the CIA drone program, from the doctor to the data consultant – determine who we are. This course takes up these tensions within identification to consider its effects – technological, theoretical, and political – on our contemporary moment. Examining practices of surveillance – or identification technologies – through digital media studies, trans studies, and Black studies, we will reflect critically on concepts such as subjectivity, visibility, and opacity, and on popular representations of surveillance, from the expressions “flying while Muslim” or “walking while trans” to the viral “FBI agent” meme.",[],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
MCM 0902P,Digital Media on Trial,"Digital Media on Trial explores the traffic between media, technology, and the law. We are familiar with lamentations over the law’s struggle to keep up with rapid technological change. We are also familiar with claims of the law’s ‘timeless’ or even ‘universal’ principles. This course troubles both of these dominant conceptions of the law’s relationship to technology through media. How do courts of law and of public opinion respond to seemingly accelerating cycles of obsolescence? How is technological ‘innovation’ shaped by legal discourses in return? How might a focus on digital media and technology throw these questions into sharper relief?",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MUSC 0021L,Music and War,"Where there is war, there is music – to incite violence and mobilize armies; to express resistance, protest and patriotism; to bear witness to pain and memorialize victims; to heal from trauma and to build peace. How can music fulfill such different roles? Beyond the notes and words, how does music exercise such extraordinary power, especially in times of conflict, suffering and survival? Using texts, audio recordings, films and iconographic materials, this course explores the ways in which people have made music in relation to militarized conflicts and considers more broadly the nature of music and sound in the human experience.",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MUSC 0200,Computers and Music,"Examine the history, literature, production and theory of music technology. Track development of musical inventions and their impact on musical thought, production and culture. Develop theoretical and practical knowledge of computer music based on first-hand experience in the Multimedia Lab, using computer music software and hardware to complete creative assignments. Gain an appreciation for the pioneering work done in previous decades, both in research and composition. Become familiar with the literature of electronic music and learn about the impact of technology on popular and experimental genres. Permission granted based on questionnaire given in first class. Preference given to lower-level students.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MUSC 0202U,Under the Beat: Mapping Music in Providence,"In this course students will conceptually map music in Providence. From field research in/with music scenes, students will produce multimodal projects through ethnographic, analytic, and poetic writing, mixtape curation, and zine making. Projects will be triangulated on the keyword ""under"" (see underground, underrepresented, underappreciated, and misunderstood) and will be informed by studies across many disciplines and fields that establish popular music as a site of intersectionality (with ethnicity, race, gender, sexuality, and disability).",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MUSC 0400B,Introduction to Popular Music Theory and Songwriting,"An introduction to musical terms, elements, and techniques, with an emphasis on how they apply to Western popular music. Topics include notation, rhythm and meter, intervals, scales, chords, melody writing, harmonization, and form. Students will develop their musicianship skills, including sight-singing and keyboard, in labs which meet twice weekly. No prior musical experience is necessary. MUSC 0400A or MUSC 0400B may fulfill part of the theory requirement for the music concentration. Enrollment limited to 40. Permission granted based on questionnaire given in first class. Preference given to lower-level students.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
MUSC 0570,Jazz and Pop Harmony,"For students with knowledge of rudiments of music, including scales, intervals, key signatures, rhythm and meter. Keyboard skills strongly recommended. Intensive study of chord scales, chord progressions, modulation, voice leading, melody writing, harmonization, reharmonization, chord symbols, and lead sheet construction. Lab sessions will focus on ear training, keyboard exercises, and sight singing. Emphasis will be on the vocabulary of jazz theory and the repertoire will be American popular song.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NEUR 0010,The Brain: An Introduction to Neuroscience,"Introduction to the mammalian nervous system with emphasis on the structure and function of the human brain. Topics include the function of nerve cells, sensory systems, control of movement and speech, learning and memory, emotion, and diseases of the brain. No prerequisites, but knowledge of biology and chemistry at the high school level is assumed.","[('COST 1020', 0)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIL 0060,Modern Science and Human Values,"Modern science has taught us surprising new things and modern technology has given us extraordinary new abilities. We can now prolong life in extraordinary ways, artificially enhance our physical and cognitive abilities, and radically reshape the natural environment on local and global scales. This course is an introduction to philosophical reasoning with a focus on philosophical questions that have been raised or informed by this newfound information or these newfound abilities. In particular, we will give special attention to questions arising in connection to recent developments in computer science and artificial intelligence.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIL 0100,Critical Reasoning,"Critical reasoning is the art of recognizing, analyzing, composing and evaluating arguments. In this course, students will acquire skills that are needed not only to understand and evaluate complex arguments, but also to construct strong arguments themselves. Topics that will be covered include: validity and soundness, argument decomposition and construction, deductive and inductive arguments, and fallacious reasoning. After solidifying their critical reasoning skills, students will apply those skills to a number of challenging philosophical debates, touching on themes such as free will, skepticism, and morality.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIL 0207,Food and Philosophy,"This course will deal with questions about the epistemology, metaphysics, aesthetics, ethics and politics of food: how we should reason about the things we eat, what makes them tasty or artistic, and what we ought and ought not to eat and how we ought to structure the environment in which food is produced and distributed. This seminar is meant as a general introduction to philosophy, in which you will familiarize yourself with long-standing kinds of philosophical questions and modes of reasoning. Food will be our anchor topic, the subject matter that gives us the occasion for such philosophical reflection.",[],TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
PHIL 0211,Modern Political Philosophy,"The course aims to provide an introduction to some themes and thinkers in modern political philosophy. Many of the philosophers we will read are engaging in a debate about important political questions: What reasons do people have for establishing or submitting to the authority of a state? Does participation in a political community limit our freedom or enhance it? What rights do agents have in a pre-political state of nature and within a state? We will discuss the influence this discussion had on philosophical attempts to understand the Enlightenment, Karl Marx’s critique of capitalism, and arguments supporting the rights of women.",[],FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIL 0359,Philosophy of Socrates,"In this class we will read and discuss various ancient portraits of Socrates (in Aristophanes' Clouds, Plato's Apology and Symposium, and Xenophon's Apology) and several Platonic dialogues representing Socrates in action discussing moral questions, including the Crito, Laches, Charmides, Lesser Hippias, Protagoras, and Gorgias. We will focus on questions about the historical Socrates (as distinct from the portraits), his avowals of ignorance, irony, methods of argument, and interest in definition, as well as the moral questions explored in the dialogues. All readings will be in English translation.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIL 0575,Philosophy of Sex,"Sex is an important part of human experience, and questions about it have been central to literature, politics, religion, etc. It also gives rise to characteristically philosophical questions. What exactly is sex? How are sexual activities, desires, interests, and attractions related to one another? What makes such things ‘sexual’? What sorts of ethical considerations arise in the case of sexuality? Is consent always required if sexual activity is to be ethical? Is sex between consenting adults always guaranteed to be morally unobjectionable? What exactly is wrong about rape? And is fantasizing about rape itself wrong? How do disparities due to race, gender, disability, and the like affect the ethical character of sexual interactions? Does pornography objectify or otherwise demean women, members of certain racial groups, and/or disabled people? And what exactly is objectification? Why should it be thought problematic?",[],FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PHIL 0690,Classic Results of Mathematical Logic,"The 1930s saw extraordinary advances in logic, including Gödel's two incompleteness theorems, Church's theorem on the unsolvability of the decision problem, and Tarski's theorem on the undefinability of truth. We will study these results, and explore related topics, by working through some of the classic papers on the subject. Authors to be read include Gödel, Tarski, and Feferman. The course has no specific prerequisites, although some exposure to logic (such as PHIL 0540) will be helpful. More important is a general comfort with mathematical proof.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHP 0320,Introduction to Public Health,"An introductory overview of the U.S. Public Health System with an emphasis on the core functions of public health, challenges and strategies for working with communities, and specific health issues that impact the health of the population. Presents a comprehensive overview of the environmental and behavior factors associated with health promotion and disease prevention.","[('PHP 1480', 0)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHP 0330,Public Health Policy,"PHP 0330 provides a comprehensive overview of the function, aims, methods, implementation, and evaluation of public health policy in the U.S. and globally. The course grounds public health policy within the broader framework of public policy, examining key legal, ethical, economic, and political issues, as well as issues grounded specifically in public health, paying particular attention to the tensions between policy and personal freedoms. PHP0330 assumes that the pursuit of public health has two essential, conjoined goals: to reduce the burden of human disease and disability, and to eliminate health disparities, taking the position that health equity is a non-negotiable right and must be in the forefront of policy assessment, development, implementation, and evaluation. Although the course will focus on mature public health policy in the United States, it will do so within two broad perspectives, historical and global.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHP 0400,"Intro. to Health Disparities & Making Connection btw Structure, Social Determinants&Health Equity","Course provides an introduction to the examination of health disparities in the U.S. Through assigned readings, lectures, guest speakers, and class discussions— this course will provide a broad overview of health disparities in the United States and examine them through intersecting structural and social determinants (e.g., race and ethnicity; gender; immigration status; socioeconomic position; age; sexual orientation; policy). This course also examines how stigma, residential segregation, implicit bias and the debates around genetics also contribute to health disparities. Lastly, we will also critically delve into the ethical dimensions, the role of social networks as well as behavioral health and public policy interventions. Community leaders will be invited to discuss their respective organizations, discuss ongoing community-university partnerships, advocacy, and networking.",[],FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PHYS 0040,Basic Physics B,"Survey of electricity, magnetism, optics, and modern physics for concentrators in sciences other than physics-including premedical students or students without prior exposure to physics who require a less rigorous course than PHYS 0050, 0060. Lectures, conferences, and laboratory.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHYS 0060,Foundations of Electromagnetism and Modern Physics,"An introduction to the principles and phenomena of electricity, magnetism, optics, and the concepts of modern physics. Recommended for those who wish to limit their college physics to two semesters but seek a firm grounding in the subject, including but not limited to those with some previous knowledge of physics. Lectures, conferences, and laboratory. Six hours of attendance. Prerequisite: PHYS 0050. Recommended: MATH 0100.","[('PHYS 0500', 1)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHYS 0100,Flat Earth to Quantum Uncertainty: On the Nature and Meaning of Scientific Explanation,"Physics has had a dramatic impact on our conception of the universe, our ideas concerning the nature of knowledge, and our view of ourselves. Philosophy, sometimes inspired by developments in physics, considers the impact of such developments on our lives. In this seminar, students will explore how classical and modern physical theory have affected our view of the cosmos, of ourselves as human beings, as well as our view of the relation of mathematical or physical structures to 'truth' or 'reality.' Through a study of physics as well as selected philosophical readings, we will consider how we can know anything, from seemingly simple facts to whether a machine is conscious. Enrollment limited to 19 first year students. Instructor permission required.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHYS 0160,"Introduction to Relativity, Waves and Quantum Physics","A mathematically rigorous introduction to special relativity and quantum mechanics. The second course in the three-semester sequence (PHYS 0470 being the third) for those seeking the strongest foundation in physics. Also suitable for students better served by an introduction to modern physics rather than electromagnetism. Lectures, conferences, and laboratory. Six hours of attendance. Prerequisite: PHYS 0070 or 0050. Recommended: MATH 0180 or 0200. S/NC","[('PHYS 0500', 1)]",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHYS 0220,Astronomy,"An introduction to basic ideas and observations in astronomy, starting with the observed sky, coordinates and astronomical calendars and cycles, the historical development of our understanding of astronomical objects. Particular emphasis is placed on the properties of stars, galaxies, and the Universe as a whole, including the basic ideas of cosmology. The material is covered at a more basic level than PHYS 0270. Knowledge of basic algebra and trigonometry is required, but no experience with calculus is necessary. The course includes evening laboratory sessions.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
PHYS 0500,Advanced Classical Mechanics,"Dynamics of particles, rigid bodies, and elastic continua. Normal modes. Lagrangian and Hamiltonian formulations. Prerequisites: PHYS 0070, 0160 or 0050, 0060 and MATH 0180 or 0200; or approved equivalents.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
POBS 0105,Accelerated Portuguese,"This course serves as an accelerated introduction to Portuguese, one of the most widely spoken languages in the world. It is also an introduction to the diverse cultures of Portuguese-speaking societies. Specifically, the course will look into the ethnic, racial, social, and gender diversity in these cultures. Designed for students who have no prior knowledge of Portuguese, POBS 0105 meets five hours per week.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
POBS 0281,Digital Dreams: Brazil Cinema on the World Stage,"This course focuses on contemporary Brazilian cinema. New Brazilian Cinema emerged in the mid-nineties to international critical acclaim with films such as Central Station (Salles 1998) and City of God (Meireles/Lund 2002). Subsequently, Brazilian cinema has contended at the Oscars with Neighbouring Sounds (Filho 2012), The Second Mother (2015), documentaries: The Edge of Democracy (Costa 2019), Waste Land (Walker 2010), and controversial non-selected Aquarius (Filho 2016). This course posits Brazilian in its context socio-historical context and broaches social and political questions such as race, gender, urban space... Class is conducted in English and films have English subtitles.",[],TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
